beds,category,city,direction,district,news_begin_date,news_end_date,news_id,news_type_level,price,root,square,street,ward,label_price
,Nhà đất bán,Khánh Hòa,Đông-Nam,Cam Lâm,9/8/2018,9/15/2018,16477164,Tin thường,,nha_dat_ban,240m²,Nguyễn Tất Thành,Cam Hải Đông,
3+,Nhà đất cho thuê,Hà Nội,,Hoàng Mai,9/4/2018,9/11/2018,12932624,Tin thường,5.5,nha_dat_thue,30m²,Tân Mai,Tân Mai,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 10,9/7/2018,9/14/2018,17504393,Tin thường,18.2,nha_dat_ban,50m²,2-Mar,8,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 7,9/6/2018,9/13/2018,17502233,Tin thường,80,nha_dat_ban,320m²,Nguyễn Văn Linh,Tân Phong,triệu/m²
3+,Nhà đất bán,Hà Nội,Đông-Nam,Long Biên,9/4/2018,9/11/2018,16717687,Tin thường,,nha_dat_ban,164m²,Anh Đào 8,Việt Hưng,
3+,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/6/2018,9/13/2018,15988133,Tin thường,2.8,nha_dat_ban,105m²,Trịnh Quang Nghị,Phong Phú,tỷ
,Nhà đất bán,Bình Dương,,Thủ Dầu Một,9/9/2018,9/16/2018,17530760,Tin thường,1.85,nha_dat_ban,105m²,,Hiệp Thành,tỷ
,Nhà đất cho thuê,Hà Nội,,Hà Đông,4/21/2018,9/16/2018,12463416,Tin thường,37,nha_dat_thue,600m²,Lê Văn Lương,Yên Nghĩa,nghìn/m2/tháng
3+,Nhà đất cho thuê,Hà Nội,,Thanh Xuân,9/8/2018,9/16/2018,17519844,Tin thường,,nha_dat_thue,114m²,Vũ Trọng Phụng,Thanh Xuân Trung,
,Nhà đất bán,Hồ Chí Minh,,Nhà Bè,9/4/2018,9/11/2018,17077073,Tin Vip 3,18,nha_dat_ban,210m²,Nguyễn Hữu Thọ,Phước Kiển,tỷ
,Nhà đất bán,Bình Dương,Nam,Thủ Dầu Một,9/7/2018,9/27/2018,17515505,Tin thường,950,nha_dat_ban,6643m²,,Tân An,nghìn/m²
,Nhà đất bán,Đà Nẵng,Tây,Sơn Trà,9/8/2018,9/15/2018,17203774,Tin thường,6.7,nha_dat_ban,109m²,Hoàng Bích Sơn,Phước Mỹ,tỷ
2+,Nhà đất bán,Hồ Chí Minh,Tây-Nam,Quận 2,9/9/2018,9/16/2018,16407087,Tin Vip 1,2.95,nha_dat_ban,60m²,Song Hành,An Phú,tỷ
,Nhà đất bán,Hồ Chí Minh,Đông,Tân Phú,9/8/2018,9/15/2018,17270535,Tin thường,7.9,nha_dat_ban,104m²,Lê Thúc Hoạch,Tân Quý,tỷ
,Nhà đất bán,Hà Nội,Đông-Nam,Đống Đa,9/8/2018,9/15/2018,15327432,Tin thường,7,nha_dat_ban,50m²,Thái Hà,Trung Liệt,tỷ
4+,Nhà đất bán,Hồ Chí Minh,,Gò Vấp,9/7/2018,9/14/2018,17514604,Tin thường,8.4,nha_dat_ban,110m²,Phan Văn Trị,1,tỷ
,Nhà đất bán,Hồ Chí Minh,,Tân Bình,9/10/2018,9/17/2018,16223074,Tin thường,11.3,nha_dat_ban,98.6m²,Hồng Hà,2,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 1,9/8/2018,9/15/2018,16604701,Tin thường,256,nha_dat_ban,365m²,Bùi Thị Xuân,Bến Thành,tỷ
4+,Nhà đất bán,Hà Nội,Tây-Bắc,Tây Hồ,9/5/2018,10/6/2018,16660729,Tin thường,10.5,nha_dat_ban,73m²,Võng Thị,Bưởi,tỷ
,Nhà đất bán,Hà Nội,,Ba Đình,9/6/2018,9/14/2018,12725333,Tin thường,30,nha_dat_thue,30m²,Kim Mã,Kim Mã,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/7/2018,9/14/2018,17502849,Tin thường,6,nha_dat_ban,70m²,Nơ Trang Long,13,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 1,9/3/2018,9/10/2018,15780695,Tin Vip 3,28.5,nha_dat_ban,68.25m²,Thái Văn Lung,Bến Nghé,tỷ
,Nhà đất bán,Cần Thơ,Tây-Nam,Cái Răng,9/6/2018,9/13/2018,17498140,Tin thường,840,nha_dat_ban,120m²,B8,Tân Phú,triệu
,Nhà đất cho thuê,Hà Nội,,Hà Đông,9/10/2018,9/17/2018,17533076,Tin thường,,nha_dat_thue,109m²,Lê Trọng Tấn,Phú La,
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 7,9/6/2018,9/13/2018,17499929,Tin thường,8.5,nha_dat_thue,92m²,Nguyễn Lương Bằng,Phú Mỹ,triệu/tháng
,Nhà đất bán,Hà Nội,,Cầu Giấy,9/7/2018,9/15/2018,12061340,Tin thường,170,nha_dat_thue,100m²,Nguyễn Hoàng,Dịch Vọng,nghìn/m2/tháng
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/7/2018,9/14/2018,17503789,Tin thường,1.1,nha_dat_ban,100m²,An Hạ,Phạm Văn Hai,tỷ
4+,Nhà đất bán,Hồ Chí Minh,,Quận 10,9/7/2018,9/14/2018,17509217,Tin thường,10.7,nha_dat_ban,75m²,Hòa Hảo,8,tỷ
3+,Nhà đất bán,Hồ Chí Minh,Đông,Bình Tân,9/7/2018,9/14/2018,17507573,Tin thường,3.5,nha_dat_ban,104m²,Liên khu 4-5,Bình Hưng Hòa B,tỷ
,Nhà đất bán,Bình Dương,,Bến Cát,9/8/2018,9/15/2018,17358111,Tin thường,4,nha_dat_ban,300m²,,Thới Hòa,triệu/m²
,Nhà đất bán,Hà Nội,,Hà Đông,9/6/2018,9/13/2018,17129570,Tin thường,,nha_dat_ban,Không xác định,Tô Hiệu,Quang Trung,
,Nhà đất bán,Đồng Nai,,Nhơn Trạch,9/8/2018,9/15/2018,17358637,Tin thường,8.5,nha_dat_ban,125m²,Lê Hồng Phong,Long Thọ,triệu/m²
5+,Nhà đất bán,Hồ Chí Minh,Tây-Nam,Quận 7,9/8/2018,9/22/2018,14326632,Tin thường,77,nha_dat_ban,Không xác định,Hà Huy Tập,Tân Phú,tỷ
2+,Nhà đất bán,Hồ Chí Minh,Đông-Nam,Bình Thạnh,9/5/2018,9/12/2018,16901595,Tin Vip 2,1.95,nha_dat_ban,66m²,Nguyễn Xí,26,tỷ
,Nhà đất bán,Hồ Chí Minh,Đông-Nam,Nhà Bè,9/6/2018,9/13/2018,16758409,Tin thường,18,nha_dat_ban,210m²,Nguyễn Hữu Thọ,Phước Kiển,tỷ
,Nhà đất bán,Bà Rịa Vũng Tàu,,Bà Rịa,9/6/2018,9/13/2018,17297456,Tin thường,,nha_dat_ban,999m²,Hương lộ 2,Hòa Long,
5+,Nhà đất bán,Hồ Chí Minh,,Quận 10,9/6/2018,9/13/2018,17502131,Tin thường,7.6,nha_dat_ban,50.4m²,Cách Mạng Tháng Tám,13,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Tân Bình,9/6/2018,9/13/2018,17372927,Tin Vip 3,13,nha_dat_thue,75m²,Phổ Quang,2,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/6/2018,9/13/2018,17467854,Tin thường,,nha_dat_ban,Không xác định,,,
,Nhà đất bán,Hà Nội,,Thanh Xuân,9/10/2018,9/17/2018,17535678,Tin thường,,nha_dat_thue,Không xác định,,Thanh Xuân Bắc,
4+,Nhà đất bán,Hà Nội,Nam,Hai Bà Trưng,9/9/2018,9/16/2018,17446781,Tin thường,6.5,nha_dat_ban,55m²,Vĩnh Tuy,Vĩnh Tuy,tỷ
3+,Nhà đất cho thuê,Hà Nội,,Thanh Xuân,9/8/2018,9/15/2018,12852805,Tin thường,15,nha_dat_thue,134m²,Lê Văn Lương,Nhân Chính,triệu/tháng
3+,Nhà đất cho thuê,Hà Nội,Bắc,Bắc Từ Liêm,9/8/2018,9/15/2018,15148024,Tin thường,15,nha_dat_thue,93m²,,Xuân Đỉnh,triệu/tháng
,Nhà đất bán,Đồng Nai,,Biên Hòa,9/8/2018,9/15/2018,17394024,Tin thường,255,nha_dat_ban,100m²,Đồng Khởi,Tân Phong,triệu
,Nhà đất cần mua,Hồ Chí Minh,,Quận 12,1/1/2018,1/1/2018,,,,nha_dat_can_mua,Không xác định,Vườn Lài,An Phú Đông,
,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/10/2018,9/17/2018,17388749,Tin thường,230,nha_dat_ban,1500m²,Phan Chu Trinh,2,tỷ
3+,Nhà đất bán,Bình Dương,,Thuận An,9/7/2018,9/14/2018,17512846,Tin thường,2.5,nha_dat_ban,100m²,,Bình Chuẩn,tỷ
4+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 1,9/1/2018,10/1/2018,17447134,Tin thường,20,nha_dat_thue,35m²,Nguyễn Văn Nguyễn,Tân Định,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 10,9/8/2018,9/15/2018,17362618,Tin thường,10.5,nha_dat_ban,30.6m²,Lý Thường Kiệt,14,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 12,9/6/2018,9/13/2018,17427823,Tin thường,5.7,nha_dat_ban,110m²,Tân Thới Nhất 17,Tân Thới Nhất,tỷ
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 7,9/8/2018,9/15/2018,17442076,Tin thường,19,nha_dat_thue,70m²,Nguyễn Văn Linh,Tân Phú,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/7/2018,9/14/2018,17516419,Tin thường,1.3,nha_dat_ban,52m²,Vĩnh Lộc,Vĩnh Lộc B,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/7/2018,9/14/2018,17082595,Tin thường,2.6,nha_dat_ban,103.5m²,Quách Điêu,Vĩnh Lộc A,tỷ
,Nhà đất bán,Hồ Chí Minh,Đông-Bắc,Thủ Đức,9/8/2018,9/15/2018,17267819,Tin thường,5.98,nha_dat_ban,101m²,22,Hiệp Bình Chánh,tỷ
,Nhà đất bán,Hồ Chí Minh,,Tân Bình,9/6/2018,9/13/2018,16685985,Tin thường,1.6,nha_dat_ban,100m²,Ba Vân,13,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/7/2018,9/14/2018,17504538,Tin thường,1.1,nha_dat_ban,100m²,An Hạ,Phạm Văn Hai,tỷ
,Nhà đất bán,Khánh Hòa,Nam,Diên Khánh,9/6/2018,9/13/2018,17499183,Tin thường,8,nha_dat_ban,108m²,,Diên An,triệu/m²
4+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 7,9/3/2018,9/10/2018,17453448,Tin thường,24,nha_dat_thue,56m²,Hoàng Quốc Việt,Phú Mỹ,triệu/tháng
,Nhà đất bán,Hà Nội,Đông-Bắc,Nam Từ Liêm,9/7/2018,9/14/2018,17500210,Tin Vip 2,1.65,nha_dat_ban,45m²,Tố Hữu,Mễ Trì,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/6/2018,9/13/2018,17499445,Tin Vip 1,10,nha_dat_ban,Không xác định,Tỉnh lộ 835,Bình Chánh,triệu/m²
,Nhà đất cho thuê,Hồ Chí Minh,,Bình Thạnh,9/4/2018,9/11/2018,16844926,Tin thường,,nha_dat_thue,100m²,Điện Biên Phủ,22,
4+,Nhà đất bán,Hồ Chí Minh,Đông-Nam,Bình Thạnh,9/7/2018,9/14/2018,16074566,Tin thường,7.7,nha_dat_ban,54m²,Hoàng Hoa Thám,6,tỷ
,Nhà đất bán,Hà Nội,,Đống Đa,9/8/2018,9/15/2018,17528340,Tin thường,4.3,nha_dat_ban,38m²,Xã Đàn,Láng Thượng,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Quận 7,9/10/2018,9/17/2018,11862083,Tin thường,421,nha_dat_thue,200m²,Tân Trào,Tân Phú,nghìn/m2/tháng
3+,Nhà đất cho thuê,Hà Nội,,Thanh Xuân,9/7/2018,9/14/2018,17514682,Tin thường,11,nha_dat_thue,105m²,Lê Văn Thiêm,,triệu/tháng
5+,Nhà đất bán,Hà Nội,,Hoàng Mai,9/5/2018,9/12/2018,14966834,Tin thường,6.5,nha_dat_ban,54m²,Đại Kim,Đại Kim,tỷ
3+,Nhà đất bán,Hồ Chí Minh,,Quận 12,9/10/2018,9/17/2018,17161783,Tin thường,1.48,nha_dat_ban,75m²,Tô Ngọc Vân,Thạnh Xuân,tỷ
,Nhà đất bán,Đồng Nai,,Biên Hòa,9/4/2018,9/11/2018,16809550,Tin Vip 3,10,nha_dat_ban,100m²,Nam Cao,Phước Tân,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/8/2018,10/8/2018,15513071,Tin thường,60,nha_dat_ban,240m²,Võ Chí Công,Phú Hữu,triệu/m²
,Nhà đất bán,Bình Dương,Đông-Bắc,Thủ Dầu Một,9/6/2018,9/13/2018,13624977,Tin thường,2.75,nha_dat_ban,164.5m²,Huỳnh Văn Lũy,Phú Lợi,tỷ
1+,Nhà đất cho thuê,Hồ Chí Minh,Tây-Bắc,Quận 2,8/31/2018,9/10/2018,13390414,Tin thường,12,nha_dat_thue,50m²,Mai Chí Thọ,An Phú,triệu/tháng
3+,Nhà đất cho thuê,Hà Nội,,Đống Đa,9/4/2018,9/11/2018,15439609,Tin thường,14,nha_dat_thue,110m²,Nguyễn Chí Thanh,Láng Hạ,triệu/tháng
,Nhà đất bán,Hà Nội,,Ba Đình,9/4/2018,9/11/2018,11745099,Tin Vip 1,,nha_dat_ban,Không xác định,Liễu Giai,Liễu Giai,
,Nhà đất cần mua,Bình Dương,,Bến Cát,1/1/2018,1/1/2018,,,,nha_dat_can_thue,Trên 100m²,NK10,,
,Nhà đất bán,Hà Nội,,Hoài Đức,9/9/2018,9/16/2018,16828217,Tin thường,,nha_dat_ban,400m²,,An Khánh,
,Nhà đất bán,Hồ Chí Minh,,Nhà Bè,9/7/2018,9/14/2018,17508579,Tin thường,23.5,nha_dat_ban,138m²,Nguyễn Văn Tạo,Long Thới,triệu/m²
2+,Nhà đất bán,Hà Nội,,Hà Đông,9/7/2018,9/14/2018,17515884,Tin thường,23.5,nha_dat_ban,53m²,,Yên Nghĩa,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Quận 3,9/7/2018,9/14/2018,17506030,Tin thường,6.4,nha_dat_ban,36m²,Nguyễn Đình Chiểu,2,tỷ
,Nhà đất bán,Hà Nội,,Tây Hồ,9/4/2018,9/11/2018,8705424,Tin thường,132,nha_dat_ban,323m²,Lạc Long Quân,Xuân La,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Quận 2,9/8/2018,9/15/2018,17519900,Tin thường,55,nha_dat_ban,52m²,Thạnh Mỹ Lợi, Thạnh Mỹ Lợi,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Tân Bình,9/8/2018,9/15/2018,17524886,Tin thường,24.3,nha_dat_ban,Không xác định,Phạm Văn Bạch,15,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Quận 1,9/4/2018,9/11/2018,15303989,Tin thường,190,nha_dat_thue,150m²,Lê Lợi,,triệu/tháng
4+,Nhà đất bán,Hồ Chí Minh,,Quận 7,9/9/2018,9/16/2018,17529260,Tin Vip 3,3.5,nha_dat_ban,48m²,Huỳnh Tấn Phát,Tân Thuận Đông,tỷ
,Nhà đất bán,Hồ Chí Minh,,Gò Vấp,9/6/2018,9/13/2018,15873592,Tin thường,38,nha_dat_ban,244.17m²,Nguyên Hồng,1,triệu/m²
,Nhà đất cho thuê,Hà Nội,,Nam Từ Liêm,9/4/2018,9/11/2018,16697216,Tin thường,230,nha_dat_thue,230m²,Nguyễn Hoàng,Mỹ Đình 2,nghìn/m2/tháng
,Nhà đất bán,Hồ Chí Minh,,Tân Phú,9/7/2018,9/14/2018,17338200,Tin thường,4.5,nha_dat_ban,40m²,Vườn Lài,Phú Thọ Hòa,tỷ
,Nhà đất bán,Hồ Chí Minh,,Gò Vấp,9/9/2018,9/16/2018,17436647,Tin thường,18.3,nha_dat_ban,162m²,Quang Trung,8,tỷ
,Nhà đất bán,Hà Nội,,Long Biên,9/10/2018,9/17/2018,15385665,Tin thường,19,nha_dat_ban,256m²,Bằng Lăng 5,Việt Hưng,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 2,9/7/2018,9/14/2018,17512730,Tin thường,2.7,nha_dat_ban,60m²,Thạnh Mỹ Lợi, Thạnh Mỹ Lợi,tỷ
,Nhà đất bán,Hà Nội,,Hoàng Mai,9/9/2018,9/16/2018,17084109,Tin thường,6.7,nha_dat_ban,68m²,Giáp Bát,Giáp Bát,tỷ
,Nhà đất bán,Hồ Chí Minh,,Nhà Bè,9/10/2018,9/17/2018,16446516,Tin thường,31.5,nha_dat_ban,80m²,Đào Sư Tích,Phước Kiển,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Gò Vấp,9/8/2018,9/15/2018,16397587,Tin thường,5.4,nha_dat_ban,47m²,Số 7,3,tỷ
,Nhà đất cho thuê,Hà Nội,,Thanh Xuân,9/5/2018,9/13/2018,13114214,Tin thường,200,nha_dat_thue,50m²,Khuất Duy Tiến,Thanh Xuân Bắc,nghìn/m2/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/7/2018,9/14/2018,17515002,Tin thường,6,nha_dat_ban,100m²,Tăng Nhơn Phú,Phước Long B,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/6/2018,9/13/2018,17494482,Tin Vip 2,10,nha_dat_ban,100m²,Đinh Đức Thiện,Bình Chánh,triệu/m²
,Nhà đất bán,Hà Nội,Đông-Bắc,Hoài Đức,9/3/2018,9/13/2018,17347016,Tin thường,795,nha_dat_ban,31.4m²,Vân Canh,Vân Canh,triệu
,Nhà đất bán,Hồ Chí Minh,,Thủ Đức,9/8/2018,9/15/2018,17355834,Tin thường,,nha_dat_ban,64m²,Tam Bình,Tam Phú,
3+,Nhà đất bán,Hồ Chí Minh,Tây,Quận 12,9/9/2018,9/16/2018,17108542,Tin thường,4.95,nha_dat_ban,80.5m²,Lâm Thị Hố,Tân Chánh Hiệp,tỷ
,Nhà đất bán,Hồ Chí Minh,,Tân Bình,9/8/2018,9/15/2018,17526163,Tin thường,36,nha_dat_ban,200m²,Lê Văn Sỹ,2,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Thủ Đức,9/7/2018,9/14/2018,17209876,Tin thường,40,nha_dat_thue,180m²,Tô Vĩnh Diện,Linh Chiểu,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 1,9/8/2018,9/15/2018,17524882,Tin thường,19.5,nha_dat_ban,96m²,Nguyễn Bỉnh Khiêm,Đa Kao,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 12,9/9/2018,9/16/2018,17531193,Tin thường,,nha_dat_ban,Không xác định,,Tân Thới Nhất,
,Nhà đất cho thuê,Hồ Chí Minh,Bắc,Quận 7,9/4/2018,9/14/2018,17029393,Tin thường,3,nha_dat_thue,16m²,37,Tân Quy,triệu/tháng
4+,Nhà đất bán,Hà Nội,,Thanh Xuân,9/8/2018,9/15/2018,14454632,Tin thường,3.8,nha_dat_ban,50m²,Khương Đình,Hạ Đình,tỷ
,Nhà đất bán,Hà Nội,Đông-Nam,Long Biên,9/4/2018,9/11/2018,17464613,Tin Vip 3,,nha_dat_ban,168m²,Tulip 7,Việt Hưng,
2+,Nhà đất cho thuê,Hồ Chí Minh,,Phú Nhuận,9/4/2018,9/11/2018,15926322,Tin thường,14,nha_dat_thue,76m²,Nguyễn Thượng Hiền,5,triệu/tháng
,Nhà đất bán,Hải Phòng,,Thủy Nguyên,9/10/2018,9/22/2018,16459108,Tin thường,21,nha_dat_ban,Không xác định,10,Thủy Sơn,triệu/m²
,Nhà đất bán,Bình Dương,Tây-Nam,Thủ Dầu Một,9/6/2018,9/13/2018,16210663,Tin thường,32,nha_dat_ban,356m²,30/4,Phú Hòa,tỷ
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 6,8/13/2018,9/13/2018,17175917,Tin thường,8,nha_dat_thue,56m²,Kinh Dương Vương,12,triệu/tháng
,Nhà đất bán,Hà Nội,,Long Biên,9/7/2018,9/14/2018,17511960,Tin thường,20,nha_dat_ban,130m²,Nguyễn Văn Cừ,Long Biên,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 10,9/6/2018,9/13/2018,17501919,Tin thường,32,nha_dat_ban,144m²,2-Mar,15,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 5,8/14/2018,9/14/2018,16730448,Tin thường,18.5,nha_dat_ban,80m²,Trần Bình Trọng,1,tỷ
,Nhà đất cần thuê,Hồ Chí Minh,,Bình Thạnh,1/1/2018,1/1/2018,,,,nha_dat_can_thue,Không xác định,,,
2+,Nhà đất cho thuê,Hà Nội,,Ba Đình,9/8/2018,9/15/2018,17519654,Tin thường,14.5,nha_dat_thue,70m²,Giảng Võ,Giảng Võ,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/9/2018,9/16/2018,17528880,Tin thường,400,nha_dat_ban,56m²,6D,Vĩnh Lộc B,triệu
2+,Nhà đất bán,Hồ Chí Minh,,Nhà Bè,9/6/2018,9/13/2018,17199299,Tin Vip 1,1.95,nha_dat_ban,88m²,Nguyễn Hữu Thọ,Phước Kiển,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/6/2018,9/13/2018,15700724,Tin thường,8.5,nha_dat_ban,80m²,D2,25,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 3,9/6/2018,9/13/2018,17502993,Tin thường,5.5,nha_dat_ban,39m²,Nguyễn Thiện Thuật,,tỷ
3+,Nhà đất cho thuê,Hồ Chí Minh,,Nhà Bè,9/7/2018,9/14/2018,17507800,Tin thường,16,nha_dat_thue,106m²,Nguyễn Hữu Thọ,Phước Kiển,triệu/tháng
3+,Nhà đất cho thuê,Hà Nội,Đông-Nam,Cầu Giấy,9/4/2018,9/12/2018,7142089,Tin thường,13,nha_dat_thue,128m²,Duy Tân,Dịch Vọng,triệu/tháng
4+,Nhà đất bán,Hà Nội,,Hà Đông,8/13/2018,9/13/2018,17195009,Tin thường,5.35,nha_dat_ban,50m²,Văn Khê,La Khê,tỷ
,Nhà đất bán,Hồ Chí Minh,,Gò Vấp,9/8/2018,9/15/2018,17115940,Tin thường,5.4,nha_dat_ban,54m²,Trương Đăng Quế,3,tỷ
,Nhà đất cho thuê,Hà Nội,,Nam Từ Liêm,9/6/2018,9/13/2018,17495138,Tin thường,120,nha_dat_thue,100m²,Phạm Hùng,Mễ Trì,nghìn/m2/tháng
4+,Nhà đất bán,Hà Nội,Tây-Nam,Hoàng Mai,8/14/2018,9/14/2018,17229816,Tin thường,19.247,nha_dat_ban,75m²,Nguyễn Xiển,Đại Kim,tỷ
,Nhà đất bán,Hà Nội,,Đống Đa,9/9/2018,9/16/2018,14215655,Tin thường,36.8,nha_dat_ban,96m²,Nguyên Hồng,Láng Hạ,tỷ
,Nhà đất bán,Hồ Chí Minh,Đông-Bắc,Bình Chánh,9/8/2018,9/15/2018,17525039,Tin thường,3,nha_dat_ban,85m²,Nguyễn Văn Linh,Phong Phú,tỷ
2+,Nhà đất bán,Hà Nội,Tây-Nam,Thanh Trì,9/6/2018,9/22/2018,16458775,Tin thường,700,nha_dat_ban,53m²,Hữu Lê,Hữu Hòa,triệu
,Nhà đất cho thuê,Hồ Chí Minh,,Bình Tân,9/6/2018,9/13/2018,17485144,Tin thường,25,nha_dat_thue,100m²,Tỉnh Lộ 10,Bình Trị Đông,triệu/tháng
4+,Nhà đất bán,Hà Nội,Tây-Bắc,Đống Đa,9/7/2018,9/14/2018,15435642,Tin thường,4.4,nha_dat_ban,30m²,Xã Đàn,Phương Liên,tỷ
4+,Nhà đất bán,Hồ Chí Minh,,Phú Nhuận,9/7/2018,9/14/2018,17514174,Tin thường,9.7,nha_dat_ban,60m²,Hoàng Diệu,10,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 1,9/10/2018,9/17/2018,17333147,Tin thường,19.2,nha_dat_ban,52.5m²,Hồ Hảo Hớn,Cô Giang,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Củ Chi,9/6/2018,9/13/2018,17502753,Tin thường,,nha_dat_thue,25000m²,Tỉnh Lộ 2,Trung Lập Thượng,
,Nhà đất bán,Hà Nội,Đông-Bắc,Hoài Đức,9/8/2018,9/15/2018,17522080,Tin thường,1.484,nha_dat_ban,55.4m²,32,Di Trạch,tỷ
,Nhà đất bán,Hà Nội,Đông-Nam,Thanh Trì,9/7/2018,9/14/2018,16860384,Tin thường,41,nha_dat_ban,103m²,Tứ Hiệp,Tứ Hiệp,triệu/m²
,Nhà đất bán,Hồ Chí Minh,Bắc,Quận 1,9/6/2018,9/13/2018,17486984,Tin thường,29.5,nha_dat_ban,80m²,Trần Quang Khải,Tân Định,tỷ
,Nhà đất bán,Khánh Hòa,Tây-Nam,Nha Trang,9/7/2018,9/14/2018,17514664,Tin thường,44,nha_dat_ban,110m²,Số 4,Phước Hải,triệu/m²
,Nhà đất cho thuê,Hà Nội,Tây-Bắc,Long Biên,9/5/2018,9/12/2018,16682077,Tin thường,,nha_dat_thue,250m²,Hoa Sữa,Phúc Lợi,
,Nhà đất bán,Hà Nội,,Tây Hồ,9/8/2018,9/15/2018,15404336,Tin thường,16,nha_dat_ban,140m²,,Xuân La,tỷ
,Nhà đất bán,Kiên Giang,,Phú Quốc,9/4/2018,9/11/2018,17373493,Tin thường,62,nha_dat_ban,440m²,Dương Tơ,Dương Tơ,tỷ
,Nhà đất bán,Cần Thơ,Đông,Bình Thủy,9/7/2018,9/14/2018,16816794,Tin thường,3.5,nha_dat_ban,3000m²,Quốc lộ 91B,Thới An Đông,tỷ
,Nhà đất cho thuê,Hà Nội,,Hoàng Mai,9/4/2018,9/11/2018,17318746,Tin thường,,nha_dat_thue,120m²,Nguyễn Khoái,Thanh Trì,
,Nhà đất cho thuê,Hà Nội,Nam,Nam Từ Liêm,9/5/2018,9/12/2018,17392443,Tin thường,20,nha_dat_thue,75m²,Hàm Nghi,Cầu Diễn,triệu/tháng
3+,Nhà đất cho thuê,Hà Nội,,Long Biên,9/4/2018,9/11/2018,17466663,Tin thường,4,nha_dat_thue,70m²,,Giang Biên,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 1,9/6/2018,9/13/2018,17362766,Tin thường,19,nha_dat_ban,100m²,Điện Biên Phủ,Đa Kao,tỷ
,Nhà đất bán,Khánh Hòa,Đông,Nha Trang,9/4/2018,9/11/2018,17112489,Tin Vip 3,5.5,nha_dat_ban,125.6m²,Hùng Vương,Vĩnh Phương,triệu/m²
5+,Nhà đất bán,Hồ Chí Minh,,Tân Phú,9/9/2018,9/16/2018,17395919,Tin thường,6.6,nha_dat_ban,275m²,Lưu Chí Hiếu,Tây Thạnh,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/6/2018,9/13/2018,16772249,Tin thường,20,nha_dat_ban,144m²,Vạn Kiếp,3,tỷ
,Nhà đất bán,Hồ Chí Minh,,Tân Phú,9/8/2018,9/15/2018,17373008,Tin thường,7.9,nha_dat_ban,105m²,Nguyễn Háo Vĩnh,Tân Quý,tỷ
2+,Nhà đất cho thuê,Bình Dương,,Thuận An,9/6/2018,9/13/2018,16796622,Tin thường,8,nha_dat_thue,70m²,Đại Lộ Bình Dương,Hưng Định,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Tân Phú,9/6/2018,9/13/2018,17116892,Tin thường,11.5,nha_dat_ban,72m²,Trương Vĩnh Ký,Tân Thành,tỷ
